"Id","Name","AccountId","OwnerId","Amount","StageName","CreatedDate","CloseDate","Probability","Start_Date","End_Date","Record_Type_Name","AdvertiserName","Advertiser_Vertical","Type"
"bce849a9c87cf3a22b0b2a7050a4af0e","Forest City's Dr. Křivánková","26a3580f84d752c67539ae8f961fc7a3","5faf736d4976f21781ffd43ee96f22e5","448","Closed Lost","2015-01-08 22:58:25","2015-02-23","0","2015-02-16","2015-04-30","Agency Opportunity","Taco Bell","Food & Beverage","New Business"
"557804dcc58a40da4beab31f3bb67cef","Chandler's's Mrs. Králová","7badbcefe027ecc6d1e5f464e14415fd","5faf736d4976f21781ffd43ee96f22e5","895","Closed Lost","2015-01-08 23:01:11","2015-03-01","0","2015-03-01","2015-03-31","Direct Opportunity","Opera Media Works","Ad Network","New Business"
"02a13a1e532e9429f38eaeacc759cd49","The Original House of Pies's Mrs. Heinzová","a88e07d5d0fc4d5a645565dfbf25a446","ff453323a86798a3637badcd32a7c426","671","Closed Lost","2015-01-12 04:40:39","2015-03-31","0","2015-03-01","2015-03-31","Agency Opportunity","McDonald's","Food & Beverage","New Business"
"c9d106d6e7689bcb4c1d620e5749da0d","The Polka Dot Bear Tavern's Mr. Vydra","f76b0272dc0d443fec82d4d8b3add387","5faf736d4976f21781ffd43ee96f22e5","895","Prospecting","2015-01-08 23:03:34","2015-04-06","5","2015-04-06","2015-04-30","Agency Opportunity","","Technology","New Business"
"95344c2ed4d310eeb627886b2fc7fc26","Video Concepts's Ms. Černická","f22e256432c3227acd669d8b956f58d6","f2e54b7393e2c14755769a655f304b43","1158","Closed Won","2015-01-12 05:25:56","2015-02-02","100","2015-01-01","2015-01-31","Direct Opportunity","InMobi Australia","Ad Network","Renewal Business"
"983f1db31e458ca3be6247ee7c4a71e3","Prestiga-Biz's Mrs. Horová","4a7b89d77408a46962f6266fef4355de","f2e54b7393e2c14755769a655f304b43","3452","Closed Lost","2015-01-12 05:29:37","2015-04-01","0","2015-04-01","2015-06-30","Direct Opportunity","Southern Cross Austereo","Media & Entertainment","New Business"
"7831ef0b5919873c5fe5a94b3e1ead8a","Pay'N Takeit's Mr. Šimek","f22e256432c3227acd669d8b956f58d6","f2e54b7393e2c14755769a655f304b43","796","Closed Won","2015-01-12 05:32:47","2015-03-02","100","2015-02-01","2015-02-28","Direct Opportunity","InMobi Australia","Ad Network","Renewal Business"
"9912618d25e8365f5da54dcb344e52cb","Rossi Auto Parts's Mr. Hertl","f22e256432c3227acd669d8b956f58d6","f2e54b7393e2c14755769a655f304b43","2014","Verbal Commitment","2015-01-12 05:34:43","2015-03-31","90","2015-03-01","2015-03-31","Direct Opportunity","InMobi Australia","Ad Network","Renewal Business"
"e89a8efdd08ef9974a6f485536b103fd","Your Choices's Mr. Zapletal","e186486d4aabe52d894de9d760224eed","f2e54b7393e2c14755769a655f304b43","314","Closed Won","2015-01-09 01:34:22","2015-01-11","100","2015-01-29","2015-02-14","Agency Opportunity","Pandora Jewelry","CPG","New Business"
"1412a63c03f75832f97301333ef53885","Warehouse Club Inc.'s Mr. Tomala","62d4d64e7d64add4011788cd2a3e0d8c","f2e54b7393e2c14755769a655f304b43","227","Closed Won","2015-01-09 01:49:54","2015-01-13","100","2015-01-15","2015-02-01","Agency Opportunity","ANZ","Finance","New Business"
"7e16cf9e1d0d1d27db4d779a69cb0078","Music Plus's Mr. Kučera","953becfc09b9ccc45f66d518c2af172b","f2e54b7393e2c14755769a655f304b43","471","Closed Lost","2015-01-09 01:54:32","2015-01-09","0","2015-01-01","2015-01-31","Agency Opportunity","McDonald's Australia","Food & Beverage","New Business"
"27893bc2e65f57e49c8dda7ac5fd1b9b","VitaGrey's Mrs. Jelínková","62167361a0ff02c50c202788c2b73dfc","d1e054eb9ea66c3338555b8f72e64743","1641","Closed Won","2015-01-12 11:32:59","2015-02-03","100","2015-01-01","2015-02-28","Direct Opportunity","AppTV LTD","Ad Network","New Business"
"25d742ffff3118e37dfa420b6de3d287","Zantigo's Mr. Adam","c320d3c54c8e425a73c9d6bd83db9c2b","c8379b222b0a1a7fa1e79e963f9fcd6a","85","Closed Won","2015-01-12 14:24:59","2015-01-19","100","2015-01-12","2015-01-25","Agency Opportunity","Virgin Records","Media & Entertainment","Renewal Business"
"1e4e4e3ccf5e72ea6cb4ee6b3a7edb07","Courtesy Hardware Store's Mr. Šín","8176dd0323e901e72ba0505a3abf9311","8d2e720ad577e595b9bf84360cd3d3bb","686","Closed Lost","2015-01-09 10:13:35","2015-01-09","0","2015-02-01","2015-03-31","Agency Opportunity","levis","CPG","New Business"
"7e9e93ea21e0411621b462c4fe66f079","Henry's Hamburgers's Mr. Řezníček","856fc90713cbfbc15794431692f44cca","76e6a1534fa167caeb59b67a8bded0cc","328","Closed Lost","2015-01-12 14:43:33","2015-01-14","0","2015-01-24","2015-04-24","Agency Opportunity","Eurobet","Other","Renewal Business"
"5a0101d2b834595ffb3383a7638520b0","Forest City's Mrs. Veselá","59ba10b4541f6d728c97ccb2db8c5fac","c8379b222b0a1a7fa1e79e963f9fcd6a","171","Closed Won","2015-01-09 14:01:11","2015-01-12","100","2015-01-19","2015-02-19","Agency Opportunity","Columbia","Media & Entertainment","Renewal Business"
"33e69ccc4eecb1db217e1dff90d48ab4","Afforda Merchant Services's Ms. Konvičková","5db842db18f3ded044a81448a144384d","e3223910123d6b2329af49416a57b4eb","545","Closed Won","2015-01-12 18:03:09","2015-02-11","100","2015-02-12","2015-03-10","Agency Opportunity","Castle Lite","Food & Beverage","New Business"
"a239fdbd78f013d39e77f5798bac3bac","Landskip Yard Care's Mr. Dostál","d62f9afab1fec48c8cb28362f54a5634","ff453323a86798a3637badcd32a7c426","3222","Closed Lost","2015-01-12 21:04:55","2015-03-01","0","2015-02-01","2015-03-31","Agency Opportunity","Dairy Queen","Food & Beverage","New Business"
"51da8d24cd31acfb8c83069758b66b18","Chess King's Mr. Mai","d62f9afab1fec48c8cb28362f54a5634","ff453323a86798a3637badcd32a7c426","3222","Closed Lost","2015-01-12 21:21:04","2015-03-01","0","2015-02-01","2015-03-31","Agency Opportunity","Sony","Media & Entertainment","New Business"
"e24a83a9e5c2c49e42815ba7469a6ab8","Adaptas's Mr. Hanzlík","d62f9afab1fec48c8cb28362f54a5634","ff453323a86798a3637badcd32a7c426","0","Prospecting","2015-01-12 21:23:02","2015-04-01","5","2015-04-01","2015-05-31","Agency Opportunity","Hanes","CPG","New Business"
"eccc4c8d0e3e9b0674d34922fa0c1bab","Bumper to Bumper Auto Parts's Ms. Pospíšilová","584ac3c114a75e94d88dcfacb91b333f","ff453323a86798a3637badcd32a7c426","1119","Closed Lost","2015-01-12 22:24:32","2015-03-01","0","2015-03-01","2015-03-31","Agency Opportunity","Subaru","Automotive","New Business"
"8db77f8082b65365f2916017f3cfb1ca","Weenie Beenie's Ms. Šantorová","c201afe3626c1fba65741d9d20995ff9","1f921f74f42e91ab7d4e5e0d23af1d9c","1119","Closed Lost","2015-01-12 22:25:31","2015-02-07","0","2015-02-08","2015-02-28","Direct Opportunity","Loctite","CPG","New Business"
"73fe03cd2ce31a8c84ded58387acfe4f","William Wanamaker & Sons's Mrs. Chmelíková","d62f9afab1fec48c8cb28362f54a5634","ff453323a86798a3637badcd32a7c426","7697","Closed Lost","2015-01-12 22:06:32","2015-03-01","0","2015-02-01","2015-03-31","Agency Opportunity","Red Lobster","Food & Beverage","New Business"
"ef5a1c7fe046e0fd12e0eae23286b872","Multi-Systems Merchant Services's Mrs. Dolečková","092d70ca7d54b9ac1cdead16816d1fbf","1f921f74f42e91ab7d4e5e0d23af1d9c","1119","Closed Lost","2015-01-12 22:27:29","2015-02-07","0","2015-02-08","2015-02-28","Direct Opportunity","Digitas Boston","CPG","New Business"
"155981c73fab7cbf3690c5c6aefb8c35","Happy Family's Mrs. Potůčková","cca880809c5e7c10e96748dfddd47547","1f921f74f42e91ab7d4e5e0d23af1d9c","1119","Closed Lost","2015-01-12 22:29:26","2015-02-07","0","2015-02-08","2015-02-28","Direct Opportunity","Digitas","CPG","New Business"
"66c62cf8fa269975549661c1540ebd98","Sky High Financial Advice's Ms. Volfová","b67fbab32332963aa85ef08c7db558d2","1f921f74f42e91ab7d4e5e0d23af1d9c","1119","Closed Lost","2015-01-12 22:33:08","2015-02-07","0","2015-02-08","2015-02-28","Direct Opportunity","Mediavest","CPG","New Business"
"4548c048785033fed81dacfd887023a4","Blockbuster Music's Mr. Svoboda","3fb8ff64605dfd3d176b26aabcd8c706","ff453323a86798a3637badcd32a7c426","1119","Closed Lost","2015-01-12 22:12:45","2015-01-31","0","2015-01-31","2015-03-31","Agency Opportunity","McDonalds","Food & Beverage","Renewal Business"
"d80e9d4c9ce46669f7978f4a4cc1377f","Madcats Music & Books's Mrs. Vrabcová","3fb8ff64605dfd3d176b26aabcd8c706","ff453323a86798a3637badcd32a7c426","1119","Closed Lost","2015-01-12 22:14:48","2015-02-01","0","2015-02-01","2015-02-01","Agency Opportunity","McDonalds","Food & Beverage","Renewal Business"
"cc3d2ccbaebe4010735a658e41ccfc2a","Foreman & Clark's Mrs. Šindelářová","cca880809c5e7c10e96748dfddd47547","1f921f74f42e91ab7d4e5e0d23af1d9c","4475","Prospecting","2015-01-12 22:39:53","2015-04-01","5","2015-04-01","2015-06-30","Agency Opportunity","Maybelline","CPG","New Business"
"e97d1ee76342bf4f1441ca7b8817ae24","Prospa-Pal's Mrs. Bartošová","a094e89af71b8f15d9bcef74c9baa6c5","ff453323a86798a3637badcd32a7c426","1119","Closed Lost","2015-01-12 22:17:07","2015-02-01","0","2015-02-01","2015-02-01","Agency Opportunity","Skittles","Food & Beverage","New Business"
"37f365523e02404a790920270bb6b0ea","Success Is Yours's Ms. Popelková","e5c88a9efcf27e84ef6887c5cdbccd8e","1f921f74f42e91ab7d4e5e0d23af1d9c","1119","Prospecting","2015-01-12 22:42:08","2015-04-01","5","2015-04-01","2015-06-30","Agency Opportunity","TJX","Retail","New Business"
"0c338d2fa5773b4a62e1b005455d598d","Honest Air Group's Ms. Pelcová","d62f9afab1fec48c8cb28362f54a5634","ff453323a86798a3637badcd32a7c426","280","Prospecting","2015-01-12 22:19:20","2015-06-01","5","2015-04-01","2015-05-31","Agency Opportunity","Starbucks","Food & Beverage","New Business"
"1d397c8d9fff82ddd38082ee4c8abde0","David Weis's Ms. Žídková","b67fbab32332963aa85ef08c7db558d2","1f921f74f42e91ab7d4e5e0d23af1d9c","1119","Prospecting","2015-01-12 22:44:29","2015-04-01","5","2015-04-01","2015-06-30","Agency Opportunity","Chanel No5","Retail","Renewal Business"
"9d623e519cf4a8202855e978d7eb11d8","Huyler's's Ms. Křivánková","6f607897a5637ec44e06d4beb77423d1","1f921f74f42e91ab7d4e5e0d23af1d9c","2238","Prospecting","2015-01-12 22:46:07","2015-04-01","5","2015-04-01","2015-06-30","Agency Opportunity","JetBlue","Travel","New Business"
"2d68d3a13920487a096756a0de6d4090","Shoe Pavilion's Mrs. Suchá","bcceb8989d9e209413de44891b78dc81","f2e54b7393e2c14755769a655f304b43","105","Closed Won","2015-01-13 07:03:15","2015-01-14","100","2015-01-01","2015-01-31","Direct Opportunity","Xelon Entertainment Pty Ltd","Media & Entertainment","New Business"
"ff81c5ac178ec534e09be3af9057911f","Better Business Ideas and Services's Mrs. Řeháková","06f12910bd585caf43054304293d23c8","f2e54b7393e2c14755769a655f304b43","41","Closed Won","2015-01-13 08:59:14","2015-02-02","100","2015-01-01","2015-01-31","Direct Opportunity","Mobile Embrace","Ad Network","Renewal Business"
"f9f4cf8b67056308982b8af5e59ccdf8","Courtesy Hardware Store's Ms. Poláchová","06f12910bd585caf43054304293d23c8","f2e54b7393e2c14755769a655f304b43","8","Closed Won","2015-01-13 09:00:51","2015-03-09","100","2015-02-01","2015-02-28","Direct Opportunity","Mobile Embrace","Ad Network","Renewal Business"
"9ff02ea564ca0e69c33c6337ab410ff8","Adapt's Ms. Čapková","06f12910bd585caf43054304293d23c8","f2e54b7393e2c14755769a655f304b43","35","Verbal Commitment","2015-01-13 09:02:06","2015-03-31","90","2015-03-01","2015-03-31","Direct Opportunity","Mobile Embrace","Ad Network","New Business"
"4d540767357396c3566c89a30ca8b47c","Quickbiz's Mr. Raba","7b7f02b9fcb41f42690de96b661b3c2d","ac9dbc6338729a8138acb322c74c48d1","504","Closed Won","2015-01-13 15:21:34","2015-01-20","100","2015-01-13","2015-01-25","Direct Opportunity","Global Radio Services Limited","Electronics","New Business"
"ac8a7ed22f3d65790323b2883a8cb798","Monk House Sales's Ms. Pelánová","59ba10b4541f6d728c97ccb2db8c5fac","c8379b222b0a1a7fa1e79e963f9fcd6a","143","Closed Won","2015-01-13 16:11:14","2015-01-23","100","2015-01-13","2015-01-31","Agency Opportunity","RaeMorris","Media & Entertainment","Renewal Business"
"09fbd0a24c6e0a274e0b37b56a8d3124","The Lawn Guru's Ms. Heczková","f86e5fe9cf1fece543d0d953833f8c1c","e3223910123d6b2329af49416a57b4eb","101","Closed Won","2015-01-13 21:23:50","2015-02-03","100","2015-01-21","2015-01-29","Direct Opportunity","Sony Music Germany","Media & Entertainment","New Business"
"070b679b9dacce568d343e33a9e96205","Friendly Interior Design's Dr. Němcová","526ed9a70e5ded1d4b69047028fa025f","1c70407c079df3d86c8a4f20e7078da9","737","Closed Won","2015-01-13 22:18:42","2015-02-05","100","2015-02-17","2015-03-04","Direct Opportunity","Live Nation","Media & Entertainment","Renewal Business"
"c7407a37bcba0e151489263f5b00f5f9","Network Air's Mr. Švanda","953becfc09b9ccc45f66d518c2af172b","c0ab4fc87174880f2a8cd24ab4063ffc","628","Closed Won","2015-01-13 22:19:48","2015-01-28","100","2015-02-15","2015-03-14","Agency Opportunity","Roadshow","Media & Entertainment","Renewal Business"
"4a43e0a9319ca7b22b764b0320aee8f6","TheBottomHalf's Ms. Vorlíčková","5a57816ba4cc3acad1554e3358a56586","0719f9b9625b97f8a014cdffbeab01f8","26851","Proposal","2015-01-14 04:54:04","2015-04-01","25","2015-04-01","2016-03-31","Agency Opportunity","","Automotive","New Business"
"73a43bea561ef69dce82342cd45123ce","Mr Fables's Mr. Šlehofer","644e3da3b550805dcc131d34fb7649e1","f2e54b7393e2c14755769a655f304b43","631","Closed Won","2015-01-14 04:57:19","2015-03-02","100","2015-03-01","2015-03-31","Agency Opportunity","Nike Australia","Retail","Renewal Business"
"4c6b0faab139a1c0f0116b44bca6ce5f","Star Merchant Services's Mr. Studnička","e186486d4aabe52d894de9d760224eed","c0ab4fc87174880f2a8cd24ab4063ffc","941","Proposal","2015-01-14 05:18:54","2015-04-03","25","2015-04-05","2015-05-02","Agency Opportunity","","Insurance","New Business"
"ccbfb0fe0b4bed3331118369e10fc69f","Pro Property Maintenance's Mr. Dvorský","30bf15141516f73631cac77f6c2edebf","0719f9b9625b97f8a014cdffbeab01f8","4475","Closed Lost","2015-01-14 04:45:22","2015-06-22","0","2015-06-22","2015-07-12","Agency Opportunity","","Media & Entertainment","Renewal Business"
"ba035a15eab771d9d4146f9b9011db8d","Bountiful Harvest Health Food Store's Mr. Pazderka","fc1bffbfa24a97493078bce841a7e7d0","f2e54b7393e2c14755769a655f304b43","87","Closed Won","2015-01-14 10:19:08","2015-01-15","100","2015-01-01","2015-01-31","Direct Opportunity","Ministry of Sound Australia","Media & Entertainment","Renewal Business"
"44ede5ebf10570961ff9c7c1326570a6","Stop N Shop's Mr. ﻿Svoboda","c320d3c54c8e425a73c9d6bd83db9c2b","c8379b222b0a1a7fa1e79e963f9fcd6a","114","Closed Won","2015-01-14 16:06:07","2015-01-19","100","2015-01-15","2015-01-15","Direct Opportunity","Mediacom UK","Media & Entertainment","Renewal Business"
